Date,Open,High,Low,Close,Volume
2002-07-30,50.940529,50.946805,50.865171,50.871452,95300.000000
2002-07-31,50.971839,51.059754,50.959282,51.028358,38800.000000
2002-08-01,51.072300,51.147653,51.072300,51.128815,86800.000000
2002-08-02,51.153948,51.266982,51.116272,51.229305,83400.000000
2002-08-05,51.260682,51.323483,51.223006,51.310921,93100.000000
2002-08-06,51.248167,51.248167,51.147690,51.185371,58200.000000
2002-08-07,51.235627,51.298427,51.204231,51.260746,127000.000000
2002-08-08,51.248167,51.254448,51.160252,51.185371,111800.000000
2002-08-09,51.166519,51.216752,51.153957,51.197914,50900.000000
2002-08-12,51.185328,51.223005,51.160209,51.191605,52300.000000
2002-08-13,51.235625,51.292144,51.166553,51.279587,36200.000000
2002-08-14,51.298391,51.310948,51.153957,51.166519,108700.000000
2002-08-15,51.103735,51.204211,51.053501,51.122578,87700.000000
2002-08-16,51.204201,51.210482,51.059767,51.091167,274500.000000
2002-08-19,51.122596,51.135153,51.059796,51.097477,36000.000000
2002-08-20,51.185360,51.223036,51.153959,51.216755,51400.000000
2002-08-21,51.153918,51.204156,51.128799,51.172756,43100.000000
2002-08-22,51.179083,51.179083,51.103725,51.116287,47700.000000
2002-08-23,51.166512,51.191627,51.141393,51.179070,60900.000000
2002-08-26,51.172756,51.210437,51.147637,51.172756,49700.000000
2002-08-27,51.116282,51.147678,51.084882,51.135120,54700.000000
2002-08-28,51.185318,51.197875,51.153918,51.172756,50600.000000
2002-08-29,51.266982,51.266982,51.210467,51.229305,53700.000000
2002-08-30,51.260696,51.260696,51.191619,51.248138,143800.000000
2002-09-03,51.338106,51.438742,51.331815,51.369553,83000.000000
2002-09-04,51.369577,51.407320,51.325548,51.350708,49500.000000
2002-09-05,51.382074,51.407234,51.350623,51.407234,49000.000000
2002-09-06,51.294055,51.331793,51.281473,51.306633,33700.000000
2002-09-09,51.275172,51.306624,51.231143,51.237434,65200.000000
2002-09-10,51.224869,51.287767,51.212287,51.268898,51000.000000
2002-09-11,51.199697,51.237434,51.174536,51.237434,24700.000000
2002-09-12,51.250037,51.294066,51.237454,51.275192,50100.000000
2002-09-13,51.294074,51.319229,51.275200,51.312943,95100.000000
2002-09-16,51.331763,51.331763,51.287734,51.294025,39000.000000
2002-09-17,51.275195,51.338097,51.250039,51.331806,28800.000000
2002-09-18,51.350672,51.388410,51.325512,51.325512,173700.000000
2002-09-19,51.426136,51.432423,51.363238,51.432423,191100.000000
2002-09-20,51.413595,51.445046,51.388435,51.438755,360800.000000
2002-09-23,51.463864,51.482733,51.419835,51.451286,263600.000000
2002-09-24,51.495306,51.539336,51.438695,51.476433,659400.000000
2002-09-25,51.444990,51.470150,51.388378,51.426121,240400.000000
2002-09-26,51.426131,51.463869,51.382102,51.445000,81100.000000
2002-09-27,51.482748,51.551937,51.457588,51.551937,136200.000000
2002-09-30,51.595979,51.658877,51.577110,51.627430,216900.000000
2002-10-01,51.595962,51.652652,51.551864,51.564465,94100.000000
2002-10-02,51.583301,51.621094,51.545508,51.608498,79400.000000
2002-10-03,51.589644,51.633738,51.526654,51.614841,196500.000000
2002-10-04,51.507741,51.608529,51.501445,51.570736,205600.000000
2002-10-08,51.558116,51.652603,51.558116,51.583313,167100.000000
2002-10-09,51.646298,51.690392,51.602205,51.690392,332800.000000
2002-10-10,51.671565,51.703062,51.608574,51.640072,166200.000000
2002-10-11,51.621111,51.621111,51.526628,51.558121,407000.000000
2002-10-14,51.539239,51.577032,51.539239,51.570736,54500.000000
2002-10-15,51.444706,51.463603,51.362820,51.375416,100800.000000
2002-10-16,51.432157,51.444754,51.369167,51.394360,51300.000000
2002-10-17,51.350269,51.381767,51.325077,51.350269,239200.000000
2002-10-21,51.375477,51.381778,51.255797,51.280994,595800.000000
2002-10-22,51.318798,51.325098,51.255807,51.274704,325800.000000
2002-10-23,51.337644,51.388037,51.293550,51.312447,126700.000000
2002-10-24,51.343968,51.425855,51.337668,51.400658,69400.000000
